,50words,Adiac,Beef,CBF,Car,ChlorineConcentration,CinCECGtorso,Coffee,CricketX,CricketY,CricketZ,DiatomSizeReduction,ECGFiveDays,FISH,FaceAll,FaceFour,FacesUCR,GunPoint,Haptics,InlineSkate,ItalyPowerDemand,Lighting2,Lighting7,MALLAT,MedicalImages,MoteStrain,NonInvasiveFatalECGThorax1,NonInvasiveFatalECGThorax2,OSULeaf,OliveOil,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,StarLightCurves,SwedishLeaf,Symbols,Trace,TwoLeadECG,TwoPatterns,WordSynonyms,syntheticcontrol,uWaveGestureLibraryX,uWaveGestureLibraryY,uWaveGestureLibraryZ,wafer,yoga
0,0.551648351648,0.606138107417,0.433333333333,0.935555555556,0.733333333333,0.561979166667,0.713043478261,0.928571428571,0.517948717949,0.566666666667,0.566666666667,0.915032679739,0.94425087108,0.771428571429,0.697041420118,0.909090909091,0.794634146341,0.873333333333,0.438311688312,0.310909090909,0.931000971817,0.737704918033,0.712328767123,0.967590618337,0.647368421053,0.820287539936,0.815776081425,0.865139949109,0.652892561983,0.8,0.936772046589,0.862539349423,0.948033025741,0.8368,0.833165829146,1.0,0.847234416155,0.96675,0.51724137931,0.983333333333,0.742043551089,0.661362367393,0.684254606365,0.990266060999,0.759666666667
1,0.564835164835,0.588235294118,0.633333333333,0.953333333333,0.7,0.554166666667,0.796376811594,0.892857142857,0.517948717949,0.6,0.584615384615,0.901960784314,0.965156794425,0.777142857143,0.67573964497,0.965909090909,0.741463414634,0.826666666667,0.383116883117,0.347272727273,0.912536443149,0.72131147541,0.657534246575,0.947121535181,0.639473684211,0.827476038339,0.805597964377,0.82951653944,0.665289256198,0.866666666667,0.908485856905,0.848898216159,0.951068479845,0.84,0.879396984925,0.99,0.929762949956,0.96,0.514106583072,0.97,0.732830820771,0.654662199888,0.688163037409,0.988968202466,0.773666666667
2,0.547252747253,0.624040920716,0.533333333333,0.915555555556,0.616666666667,0.5703125,0.748550724638,0.892857142857,0.538461538462,0.574358974359,0.574358974359,0.921568627451,0.987224157956,0.84,0.68875739645,0.852272727273,0.785853658537,0.84,0.444805194805,0.347272727273,0.934888241011,0.737704918033,0.739726027397,0.925799573561,0.677631578947,0.862619808307,0.805597964377,0.849872773537,0.578512396694,0.833333333333,0.951747088186,0.89926547744,0.946333171442,0.8208,0.757788944724,0.98,0.896400351185,0.95075,0.478056426332,0.966666666667,0.729201563372,0.64963707426,0.685371300949,0.987670343933,0.750333333333
3,0.525274725275,0.60358056266,0.6,0.981111111111,0.7,0.5703125,0.789130434783,0.892857142857,0.566666666667,0.594871794872,0.579487179487,0.908496732026,0.983739837398,0.84,0.68875739645,0.954545454545,0.737073170732,0.84,0.373376623377,0.298181818182,0.943634596696,0.672131147541,0.671232876712,0.930490405117,0.638157894737,0.787539936102,0.817302798982,0.85903307888,0.586776859504,0.833333333333,0.936772046589,0.842602308499,0.953375424964,0.8272,0.840201005025,0.98,0.889376646181,0.9665,0.496865203762,0.963333333333,0.718034617532,0.651312116136,0.679787828029,0.985399091499,0.732
4,0.562637362637,0.585677749361,0.466666666667,0.952222222222,0.683333333333,0.56171875,0.734782608696,0.892857142857,0.525641025641,0.594871794872,0.54358974359,0.918300653595,0.990708478513,0.805714285714,0.682840236686,0.920454545455,0.679512195122,0.726666666667,0.431818181818,0.321818181818,0.946550048591,0.672131147541,0.684931506849,0.943710021322,0.622368421053,0.829073482428,0.815267175573,0.86106870229,0.640495867769,0.833333333333,0.91846921797,0.828961175236,0.942812044682,0.8336,0.811055276382,0.96,0.920105355575,0.96175,0.5,0.973333333333,0.751814628699,0.640703517588,0.687604690117,0.983127839066,0.744
5,0.6,0.618925831202,0.466666666667,0.921111111111,0.7,0.54375,0.702898550725,0.892857142857,0.538461538462,0.574358974359,0.561538461538,0.93137254902,0.998838559814,0.794285714286,0.692307692308,0.965909090909,0.732195121951,0.713333333333,0.428571428571,0.34,0.929057337221,0.655737704918,0.684931506849,0.9539445629,0.663157894737,0.840255591054,0.813231552163,0.864631043257,0.648760330579,0.8,0.920133111481,0.774396642183,0.955196697426,0.816,0.861306532663,1.0,0.858647936787,0.96825,0.470219435737,0.98,0.747906197655,0.654103852596,0.688442211055,0.987021414666,0.757666666667
6,0.553846153846,0.616368286445,0.466666666667,0.95,0.733333333333,0.566927083333,0.634057971014,0.892857142857,0.528205128205,0.564102564103,0.561538461538,0.866013071895,0.864111498258,0.811428571429,0.694082840237,0.920454545455,0.759512195122,0.78,0.386363636364,0.310909090909,0.939747327502,0.672131147541,0.643835616438,0.954797441365,0.651315789474,0.844249201278,0.820865139949,0.85903307888,0.619834710744,0.833333333333,0.915141430948,0.753410283316,0.953618261292,0.8416,0.833165829146,0.95,0.922739244952,0.97125,0.504702194357,0.963333333333,0.743997766611,0.647962032384,0.690675600223,0.989617131733,0.786
7,0.597802197802,0.567774936061,0.466666666667,0.973333333333,0.683333333333,0.551041666667,0.73115942029,0.857142857143,0.530769230769,0.574358974359,0.538461538462,0.888888888889,0.858304297329,0.777142857143,0.70650887574,0.931818181818,0.712682926829,0.813333333333,0.409090909091,0.349090909091,0.903790087464,0.704918032787,0.58904109589,0.957356076759,0.623684210526,0.818690095847,0.81272264631,0.865648854962,0.599173553719,0.833333333333,0.880199667221,0.85519412382,0.957260806217,0.8112,0.837185929648,0.97,0.891132572432,0.95475,0.485893416928,0.983333333333,0.747906197655,0.666108319375,0.707426018984,0.991239454899,0.779
8,0.56043956044,0.608695652174,0.466666666667,0.957777777778,0.683333333333,0.552864583333,0.702173913043,0.892857142857,0.564102564103,0.582051282051,0.553846153846,0.892156862745,0.751451800232,0.828571428571,0.715976331361,0.954545454545,0.728780487805,0.806666666667,0.448051948052,0.314545454545,0.929057337221,0.754098360656,0.575342465753,0.958635394456,0.659210526316,0.842651757188,0.805597964377,0.852926208651,0.623966942149,0.766666666667,0.865224625624,0.823714585519,0.94596891695,0.8064,0.88743718593,1.0,0.920105355575,0.946,0.498432601881,0.973333333333,0.743997766611,0.652987158012,0.673087660525,0.983290071382,0.771
9,0.578021978022,0.626598465473,0.633333333333,0.973333333333,0.683333333333,0.559635416667,0.638405797101,0.892857142857,0.569230769231,0.594871794872,0.571794871795,0.83660130719,0.996515679443,0.777142857143,0.68875739645,0.965909090909,0.754146341463,0.84,0.441558441558,0.305454545455,0.926141885326,0.639344262295,0.58904109589,0.962473347548,0.682894736842,0.849041533546,0.81679389313,0.842748091603,0.611570247934,0.866666666667,0.945091514143,0.822665267576,0.950825643516,0.8336,0.784924623116,1.0,0.849868305531,0.96425,0.467084639498,0.956666666667,0.752372975991,0.660524846454,0.694584031267,0.988805970149,0.739333333333
