,50words,Adiac,Beef,CBF,Car,ChlorineConcentration,CinCECGtorso,Coffee,CricketX,CricketY,CricketZ,DiatomSizeReduction,ECGFiveDays,FISH,FaceAll,FaceFour,FacesUCR,GunPoint,Haptics,InlineSkate,ItalyPowerDemand,Lighting2,Lighting7,MALLAT,MedicalImages,MoteStrain,NonInvasiveFatalECGThorax1,NonInvasiveFatalECGThorax2,OSULeaf,OliveOil,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,StarLightCurves,SwedishLeaf,Symbols,Trace,TwoLeadECG,TwoPatterns,WordSynonyms,syntheticcontrol,uWaveGestureLibraryX,uWaveGestureLibraryY,uWaveGestureLibraryZ,wafer,yoga
1,0.720879120879,0.442455242967,0.566666666667,0.992222222222,0.716666666667,0.559895833333,0.811594202899,0.964285714286,0.712820512821,0.730769230769,0.723076923077,0.895424836601,0.973286875726,0.868571428571,0.758579881657,0.954545454545,0.881463414634,0.753333333333,0.435064935065,0.278181818182,0.918367346939,0.704918032787,0.684931506849,0.896375266525,0.690789473684,0.875399361022,0.8631043257,0.901272264631,0.780991735537,0.766666666667,0.833610648918,0.882476390346,0.963088878096,0.8752,0.925628140704,0.96,0.867427568042,0.99875,0.584639498433,0.986666666667,0.800949190396,0.71468453378,0.747068676717,0.9980532122,0.808333333333
2,0.696703296703,0.462915601023,0.7,0.99,0.716666666667,0.559375,0.752173913043,0.928571428571,0.702564102564,0.730769230769,0.751282051282,0.90522875817,0.921022067364,0.92,0.765088757396,0.954545454545,0.888780487805,0.726666666667,0.428571428571,0.26,0.939747327502,0.688524590164,0.671232876712,0.874626865672,0.678947368421,0.681309904153,0.873791348601,0.906870229008,0.793388429752,0.866666666667,0.910149750416,0.94018887723,0.953496843128,0.88,0.930653266332,0.97,0.877963125549,0.99375,0.603448275862,0.99,0.804857621441,0.718034617532,0.738972640983,0.996268656716,0.801333333333
3,0.687912087912,0.462915601023,0.633333333333,0.987777777778,0.733333333333,0.559895833333,0.850724637681,0.964285714286,0.715384615385,0.710256410256,0.74358974359,0.898692810458,0.897793263647,0.834285714286,0.768047337278,0.943181818182,0.881951219512,0.753333333333,0.451298701299,0.265454545455,0.946550048591,0.704918032787,0.698630136986,0.879317697228,0.671052631579,0.867412140575,0.878880407125,0.870229007634,0.772727272727,0.9,0.945091514143,0.87722980063,0.952161243322,0.8704,0.950753768844,0.96,0.938542581212,0.996,0.615987460815,0.983333333333,0.810441094361,0.714405360134,0.735901730877,0.994970798183,0.807666666667
4,0.698901098901,0.450127877238,0.666666666667,0.996666666667,0.716666666667,0.559375,0.81884057971,0.928571428571,0.710256410256,0.717948717949,0.725641025641,0.866013071895,0.976771196283,0.88,0.778106508876,0.920454545455,0.893658536585,0.746666666667,0.454545454545,0.287272727273,0.957240038873,0.688524590164,0.657534246575,0.879317697228,0.686842105263,0.714856230032,0.864122137405,0.902290076336,0.789256198347,0.866666666667,0.928452579035,0.900314795383,0.957139388052,0.8944,0.901507537688,0.97,0.880597014925,0.989,0.590909090909,0.99,0.804020100503,0.717197096594,0.740368509213,0.99756651525,0.811666666667
5,0.681318681319,0.488491048593,0.633333333333,0.987777777778,0.733333333333,0.559375,0.857246376812,0.964285714286,0.702564102564,0.712820512821,0.735897435897,0.839869281046,0.994192799071,0.885714285714,0.765680473373,0.965909090909,0.872682926829,0.806666666667,0.454545454545,0.283636363636,0.934888241011,0.803278688525,0.684931506849,0.818336886994,0.681578947368,0.749201277955,0.868193384224,0.893638676845,0.780991735537,0.866666666667,0.79534109817,0.9055613851,0.951918406994,0.872,0.911557788945,0.99,0.912203687445,0.99675,0.590909090909,0.993333333333,0.803740926857,0.709938581798,0.740089335567,0.997404282933,0.806333333333
6,0.698901098901,0.388746803069,0.566666666667,0.994444444444,0.733333333333,0.559895833333,0.823188405797,0.964285714286,0.702564102564,0.715384615385,0.733333333333,0.849673202614,0.91637630662,0.937142857143,0.771597633136,0.954545454545,0.874634146341,0.706666666667,0.431818181818,0.287272727273,0.941690962099,0.704918032787,0.753424657534,0.909168443497,0.688157894737,0.885782747604,0.860559796438,0.892111959288,0.793388429752,0.833333333333,0.833610648918,0.939139559286,0.952282661486,0.8784,0.886432160804,0.99,0.898156277436,0.9925,0.583072100313,0.993333333333,0.78531546622,0.678671133445,0.740926856505,0.996917585983,0.804333333333
7,0.694505494505,0.49104859335,0.566666666667,0.994444444444,0.733333333333,0.559895833333,0.826086956522,0.928571428571,0.715384615385,0.733333333333,0.723076923077,0.90522875817,0.994192799071,0.845714285714,0.763313609467,0.943181818182,0.881951219512,0.746666666667,0.451298701299,0.272727272727,0.91156462585,0.83606557377,0.712328767123,0.84776119403,0.676315789474,0.773961661342,0.867175572519,0.912468193384,0.793388429752,0.866666666667,0.941763727121,0.89296956978,0.954468188441,0.8752,0.88743718593,0.99,0.94468832309,0.992,0.620689655172,0.99,0.805695142379,0.71608040201,0.737297599107,0.996268656716,0.794666666667
8,0.692307692308,0.452685421995,0.566666666667,0.962222222222,0.683333333333,0.559635416667,0.833333333333,0.964285714286,0.705128205128,0.705128205128,0.717948717949,0.892156862745,0.983739837398,0.885714285714,0.759763313609,0.931818181818,0.867804878049,0.74,0.438311688312,0.243636363636,0.946550048591,0.72131147541,0.657534246575,0.876332622601,0.673684210526,0.774760383387,0.864122137405,0.87786259542,0.805785123967,0.866666666667,0.85690515807,0.88352570829,0.948397280233,0.8736,0.939698492462,1.0,0.940298507463,0.99575,0.598746081505,0.996666666667,0.804578447795,0.717755443886,0.742601898381,0.99659312135,0.805666666667
9,0.712087912088,0.434782608696,0.6,0.987777777778,0.7,0.56015625,0.715942028986,0.928571428571,0.702564102564,0.725641025641,0.748717948718,0.813725490196,0.969802555168,0.868571428571,0.763905325444,0.943181818182,0.888292682927,0.753333333333,0.438311688312,0.256363636364,0.944606413994,0.737704918033,0.698630136986,0.820895522388,0.667105263158,0.70447284345,0.866157760814,0.876335877863,0.814049586777,0.866666666667,0.737104825291,0.868835257083,0.957260806217,0.8864,0.869346733668,0.95,0.91132572432,0.99625,0.587774294671,0.986666666667,0.798157453936,0.70212171971,0.731155778894,0.99756651525,0.807333333333
