,50words,Adiac,Beef,CBF,Car,ChlorineConcentration,CinCECGtorso,Coffee,CricketX,CricketY,CricketZ,DiatomSizeReduction,ECGFiveDays,FISH,FaceAll,FaceFour,FacesUCR,GunPoint,Haptics,InlineSkate,ItalyPowerDemand,Lighting7,MALLAT,MedicalImages,MoteStrain,NonInvasiveFatalECGThorax1,NonInvasiveFatalECGThorax2,OSULeaf,OliveOil,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,StarLightCurves,SwedishLeaf,Symbols,Trace,TwoLeadECG,TwoPatterns,WordSynonyms,syntheticcontrol,uWaveGestureLibraryX,uWaveGestureLibraryY,uWaveGestureLibraryZ,yoga,Lighting2,wafer
0,0.125274725275,0.296675191816,0.466666666667,0.331111111111,0.266666666667,0.535677083333,0.247826086957,0.964285714286,0.0666666666667,0.0794871794872,0.0615384615385,0.885620915033,0.501742160279,0.314285714286,0.150887573964,0.306818181818,0.143414634146,0.793333333333,0.207792207792,0.174545454545,0.940719144801,0.260273972603,0.134754797441,0.517105263158,0.54552715655,0.317557251908,0.333333333333,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.36,0.173869346734,0.48,0.784021071115,0.25875,0.219435736677,0.553333333333,0.121161362367,0.120882188721,0.120882188721,0.538,0.540983606557,0.90330953926
1,0.125274725275,0.227621483376,0.4,0.331111111111,0.233333333333,0.533854166667,0.247826086957,0.964285714286,0.0666666666667,0.14358974359,0.0615384615385,0.866013071895,0.505226480836,0.251428571429,0.177514792899,0.170454545455,0.143414634146,0.806666666667,0.207792207792,0.174545454545,0.943634596696,0.260273972603,0.131769722814,0.519736842105,0.54392971246,0.394910941476,0.30941475827,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.3504,0.173869346734,0.49,0.702370500439,0.259,0.219435736677,0.483333333333,0.121161362367,0.120882188721,0.120882188721,0.536666666667,0.540983606557,0.907527579494
2,0.125274725275,0.248081841432,0.4,0.331111111111,0.25,0.541145833333,0.247826086957,0.928571428571,0.0666666666667,0.074358974359,0.0615384615385,0.87908496732,0.516840882695,0.331428571429,0.194674556213,0.352272727273,0.143414634146,0.773333333333,0.207792207792,0.178181818182,0.940719144801,0.260273972603,0.133049040512,0.515789473684,0.54392971246,0.37048346056,0.413231552163,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.2992,0.173869346734,0.46,0.761194029851,0.25875,0.219435736677,0.58,0.120882188721,0.120882188721,0.120882188721,0.537666666667,0.540983606557,0.901524983777
3,0.125274725275,0.324808184143,0.433333333333,0.331111111111,0.25,0.538802083333,0.247826086957,0.964285714286,0.0666666666667,0.074358974359,0.0615384615385,0.856209150327,0.50406504065,0.462857142857,0.179289940828,0.454545454545,0.143414634146,0.72,0.207792207792,0.181818181818,0.939747327502,0.260273972603,0.138166311301,0.517105263158,0.543130990415,0.349109414758,0.413231552163,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.2752,0.173869346734,0.53,0.848990342406,0.25875,0.219435736677,0.553333333333,0.121161362367,0.120882188721,0.120882188721,0.536333333333,0.540983606557,0.910123296561
4,0.125274725275,0.263427109974,0.4,0.331111111111,0.233333333333,0.53359375,0.247826086957,0.928571428571,0.0666666666667,0.0846153846154,0.0615384615385,0.885620915033,0.500580720093,0.36,0.158579881657,0.318181818182,0.143414634146,0.726666666667,0.207792207792,0.176363636364,0.939747327502,0.260273972603,0.133901918977,0.515789473684,0.549520766773,0.398982188295,0.239185750636,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.3072,0.173869346734,0.44,0.784899034241,0.25875,0.219435736677,0.59,0.120882188721,0.120882188721,0.120882188721,0.537666666667,0.540983606557,0.90184944841
5,0.125274725275,0.322250639386,0.366666666667,0.331111111111,0.266666666667,0.540885416667,0.247826086957,0.928571428571,0.0666666666667,0.14358974359,0.0615384615385,0.859477124183,0.501742160279,0.251428571429,0.151479289941,0.181818181818,0.143414634146,0.733333333333,0.207792207792,0.174545454545,0.943634596696,0.260273972603,0.128784648188,0.514473684211,0.549520766773,0.288040712468,0.195419847328,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.248,0.173869346734,0.34,0.756804214223,0.25875,0.219435736677,0.586666666667,0.120882188721,0.120882188721,0.120882188721,0.558333333333,0.540983606557,0.912394548994
6,0.125274725275,0.273657289003,0.4,0.331111111111,0.25,0.541927083333,0.247826086957,0.964285714286,0.0666666666667,0.074358974359,0.0615384615385,0.888888888889,0.50987224158,0.308571428571,0.157396449704,0.443181818182,0.143414634146,0.706666666667,0.207792207792,0.181818181818,0.940719144801,0.260273972603,0.134328358209,0.517105263158,0.551118210863,0.318575063613,0.380661577608,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.2672,0.173869346734,0.45,0.797190517998,0.25875,0.219435736677,0.576666666667,0.120882188721,0.120882188721,0.120882188721,0.537666666667,0.540983606557,0.906554185594
7,0.125274725275,0.319693094629,0.4,0.331111111111,0.316666666667,0.545572916667,0.247826086957,0.928571428571,0.0666666666667,0.141025641026,0.0615384615385,0.872549019608,0.502903600465,0.4,0.143786982249,0.454545454545,0.143414634146,0.78,0.207792207792,0.196363636364,0.938775510204,0.260273972603,0.131769722814,0.515789473684,0.553514376997,0.217811704835,0.289058524173,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.3952,0.173869346734,0.48,0.841966637401,0.25875,0.219435736677,0.663333333333,0.120882188721,0.120882188721,0.120882188721,0.539,0.540983606557,0.904445165477
8,0.125274725275,0.265984654731,0.366666666667,0.331111111111,0.383333333333,0.54296875,0.247826086957,0.964285714286,0.0666666666667,0.074358974359,0.0615384615385,0.882352941176,0.507549361208,0.314285714286,0.159171597633,0.454545454545,0.143414634146,0.766666666667,0.207792207792,0.183636363636,0.933916423712,0.260273972603,0.12750533049,0.514473684211,0.552715654952,0.443256997455,0.406615776081,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.3296,0.173869346734,0.3,0.606672519754,0.25875,0.219435736677,0.52,0.120882188721,0.120882188721,0.120882188721,0.544,0.540983606557,0.90622972096
9,0.125274725275,0.309462915601,0.366666666667,0.331111111111,0.283333333333,0.537760416667,0.247826086957,0.928571428571,0.0666666666667,0.0794871794872,0.0615384615385,0.856209150327,0.512195121951,0.451428571429,0.161538461538,0.443181818182,0.143414634146,0.773333333333,0.207792207792,0.196363636364,0.943634596696,0.260273972603,0.130490405117,0.517105263158,0.546325878594,0.390330788804,0.266157760814,0.181818181818,0.4,0.42928452579,0.616998950682,0.577221952404,0.3424,0.173869346734,0.33,0.716417910448,0.25875,0.219435736677,0.523333333333,0.120882188721,0.120882188721,0.120882188721,0.539,0.540983606557,0.904445165477
